,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,distance,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has360,hasStaging,externalReference,floor,district,hasLift
0,91615378,750.0,flat,rent,60.0,True,1,1,"Calle de Alejandro Villegas, 23",Madrid,Madrid,es,404.646.164,-36.489.179,True,7037,0.0,good,0.0,13.0,{'typology': 'flat'},"{'subtitle': 'Canillas, Madrid', 'title': 'Piso en Calle de Alejandro Villegas, 23'}",0.0,0.0,0.0,AV23,3,Hortaleza,1.0
1,88363329,750.0,flat,rent,70.0,True,2,1,Gregorio izquierdo,Madrid,San Sebastián de los Reyes,es,405.500.865,-36.278.085,False,16145,1.0,good,0.0,11.0,{'typology': 'flat'},"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Piso en Gregorio izquierdo'}",1.0,0.0,0.0,,bj,Centro Urbano,0.0
2,98621753,400.0,penthouse,rent,67.0,True,2,2,Calle Madrid,Madrid,Villamanrique de Tajo,es,40.069.197,-3.241.383,False,55041,0.0,good,0.0,6.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Villamanrique de Tajo', 'title': 'Ático en Calle Madrid'}",0.0,1.0,0.0,90004,2,,0.0
3,98568766,590.0,flat,rent,70.0,True,3,2,Rascafría,Madrid,Rascafría,es,409.073.967,-38.815.996,False,56596,0.0,good,0.0,8.0,{'typology': 'flat'},"{'subtitle': 'Rascafría', 'title': 'Piso'}",0.0,0.0,0.0,2539,,,0.0
4,98323777,684.0,studio,rent,45.0,True,0,1,"Av. José Antonio Corrales, 2",Madrid,Madrid,es,404.855.273,-36.155.982,True,10656,,,,,,,,,,,,,
5,98715909,600.0,flat,rent,73.0,True,2,1,Manzanares el Real,Madrid,Manzanares el Real,es,40.727.241,-38.627.075,False,37062,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Manzanares el Real', 'title': 'Piso'}",False,False,False,J-1823,3,,False
6,98842551,600.0,duplex,rent,71.0,True,1,1,Calle de la Fuente,Madrid,Miraflores de la Sierra,es,4.081.076,-37.651.952,False,44126,False,good,False,8.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Miraflores de la Sierra', 'title': 'Dúplex en Calle de la Fuente'}",False,False,False,fuente28,1,,False
7,94442572,550.0,flat,rent,53.0,True,1,1,Avenida del Monte Igueldo,Madrid,Madrid,es,403.925.829,-36.680.531,False,4008,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'San Diego, Madrid', 'title': 'Piso en Avenida del Monte Igueldo'}",False,False,False,928,1,Puente de Vallecas,False
8,98127430,700.0,studio,rent,28.0,True,0,1,"Calle de Juan Pérez Zúñiga, 41",Madrid,Madrid,es,404.436.001,-36.477.389,True,5569,False,good,False,25.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'San Pascual, Madrid', 'title': 'Estudio en Calle de Juan Pérez Zúñiga, 41'}",True,False,False,3248-21524,1,Ciudad Lineal,False
9,98645906,700.0,duplex,rent,86.0,True,2,1,Calle Prado Mingo,Madrid,Galapagar,es,405.756.061,-40.067.032,False,31153,False,good,False,8.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Casco Antiguo, Galapagar', 'title': 'Dúplex en Calle Prado Mingo'}",False,False,False,3408-00443,3,Casco Antiguo,True
10,98910552,700.0,flat,rent,45.0,False,1,1,Calle de Benito Gutiérrez,Madrid,Madrid,es,404.312.011,-37.181.341,False,2046,False,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Calle de Benito Gutiérrez'}",False,False,False,,5,Moncloa,False
11,98637860,550.0,flat,rent,54.0,True,2,1,"Ronda del Olivar, 62",Madrid,Arganda,es,402.998.979,-34.342.379,True,26233,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Centro, Arganda', 'title': 'Piso en Ronda del Olivar, 62'}",False,False,False,,en,Centro,False
12,98529574,695.0,flat,rent,64.0,True,2,1,"Calle de Ramón Esteban, 12",Madrid,San Sebastián de los Reyes,es,405.462.991,-36.281.483,True,15747,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Piso en Calle de Ramón Esteban, 12'}",False,False,False,,1,Centro Urbano,False
13,98616657,650.0,flat,rent,68.0,True,2,1,duque de medinaceli,Madrid,San Lorenzo de el Escorial,es,40.592.936,-4.148.138,False,42410,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Centro - Casco Histórico, San Lorenzo de el Escorial', 'title': 'Piso en duque de medinaceli'}",False,False,False,6298,bj,Centro - Casco Histórico,False
14,98527599,700.0,flat,rent,30.0,False,1,1,Avenida de la Ciudad de Barcelona,Madrid,Madrid,es,403.982.963,-36.734.707,False,3247,False,good,False,23.0,{'typology': 'flat'},"{'subtitle': 'Adelfas, Madrid', 'title': 'Piso en Avenida de la Ciudad de Barcelona'}",False,False,False,"3,80811E+11",1,Retiro,True
15,98831488,700.0,flat,rent,35.0,False,1,1,Paseo de Santa María de la Cabeza,Madrid,Madrid,es,404.001.572,-36.978.897,False,1894,False,good,False,20.0,{'typology': 'flat'},"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Paseo de Santa María de la Cabeza'}",False,False,False,,1,Arganzuela,False
16,98563016,700.0,flat,rent,43.0,True,1,1,LUIS FEITO,Madrid,Madrid,es,403.924.838,-37.449.843,False,4442,True,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Aluche, Madrid', 'title': 'Piso en LUIS FEITO'}",False,False,False,LF,2,Latina,True
17,98642853,650.0,flat,rent,60.0,True,2,1,"Calle del Hachero, 6",Madrid,Madrid,es,403.913.672,-3.669.951,True,3985,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'San Diego, Madrid', 'title': 'Piso en Calle del Hachero, 6'}",False,False,False,,1,Puente de Vallecas,False
18,98565606,650.0,chalet,rent,206.0,False,3,1,Aldea del Fresno,Madrid,Aldea del Fresno,es,403.220.018,-41.977.733,False,43195,False,good,False,3.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Aldea del Fresno', 'title': 'Casa independiente'}",False,False,False,MAYORBIS,,,
19,98066726,700.0,flat,rent,105.0,True,3,2,CONCHA,Madrid,Aranjuez,es,400.286.737,-36.013.388,False,44003,False,good,False,7.0,{'typology': 'flat'},"{'subtitle': 'Centro, Aranjuez', 'title': 'Piso en CONCHA'}",False,False,False,,bj,Centro,False
20,98321296,695.0,flat,rent,40.0,False,1,1,barrio Goya,Madrid,Madrid,es,404.203.748,-36.768.541,False,2271,False,good,False,17.0,{'typology': 'flat'},"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",True,False,False,DUQUESESTO,4,Barrio de Salamanca,True
21,98673103,675.0,flat,rent,40.0,True,1,1,Centro,Madrid,Villanueva del Pardillo,es,404.911.883,-39.639.014,False,23556,False,good,False,17.0,{'typology': 'flat'},"{'subtitle': 'Centro, Villanueva del Pardillo', 'title': 'Piso'}",False,False,False,PA-2255,bj,Centro,False
22,98567084,750.0,studio,rent,45.0,False,0,1,Calle del Mesón de Paredes,Madrid,Madrid,es,404.074.632,-37.032.414,False,1027,True,good,False,17.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Estudio en Calle del Mesón de Paredes'}",False,False,False,,bj,Centro,True
23,98903802,750.0,flat,rent,99.0,True,3,2,Calle de Stuart,Madrid,Aranjuez,es,400.328.863,-36.044.561,False,43492,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Centro, Aranjuez', 'title': 'Piso en Calle de Stuart'}",False,False,False,Stuart,1,Centro,True
24,98638353,680.0,flat,rent,38.0,False,1,1,"Calle de Granada, 31",Madrid,Madrid,es,404.041.953,-36.774.173,True,2591,False,good,False,18.0,{'typology': 'flat'},"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso en Calle de Granada, 31'}",False,False,False,,1,Retiro,True
25,97810196,750.0,flat,rent,51.0,True,1,1,Avenida de Logroño,Madrid,Madrid,es,404.717.009,-35.826.642,False,11896,False,good,False,15.0,{'typology': 'flat'},"{'subtitle': 'Timón, Madrid', 'title': 'Piso en Avenida de Logroño'}",False,False,False,,1,Barajas,True
26,98650417,750.0,penthouse,rent,60.0,True,1,1,barrio Las Matas- Peñascales,Madrid,Las Rozas de Madrid,es,405.431.591,-3.892.687,False,21316,False,good,False,13.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Las Matas- Peñascales, Las Rozas de Madrid', 'title': 'Ático'}",False,False,False,RP1442022103450,2,Las Matas- Peñascales,False
27,98828893,750.0,studio,rent,25.0,False,0,1,Calle de Augusto Figueroa,Madrid,Madrid,es,404.209.816,-37.004.074,False,533,False,good,False,30.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Estudio en Calle de Augusto Figueroa'}",False,False,False,7669,4,Centro,True
28,98608713,750.0,flat,rent,40.0,False,1,1,Calle del General Lacy,Madrid,Madrid,es,404.006.091,-36.929.668,False,1989,False,good,False,19.0,{'typology': 'flat'},"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Calle del General Lacy'}",False,False,False,General Lacy,1,Arganzuela,False
29,97685174,650.0,flat,rent,62.0,True,2,1,Calle de Navalmoral de la Mata,Madrid,Madrid,es,403.751,-377.802,False,7841,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Águilas, Madrid', 'title': 'Piso en Calle de Navalmoral de la Mata'}",True,False,False,FHOG-1401,1,Latina,False
30,98795582,750.0,studio,rent,30.0,True,0,1,Calle de la Esperanza,Madrid,Madrid,es,404.083.913,-37.015.454,False,935,True,good,False,25.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Estudio en Calle de la Esperanza'}",False,False,False,"3,80811E+11",3,Centro,False
31,98685689,750.0,flat,rent,39.0,False,1,1,Calle de García de Paredes,Madrid,Madrid,es,404.347.375,-36.990.821,False,2036,False,good,False,19.0,{'typology': 'flat'},"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Calle de García de Paredes'}",True,False,False,JSAR-A-4636,5,Chamberí,False
32,97114437,700.0,flat,rent,62.0,True,2,1,Calle de Rocafort,Madrid,Madrid,es,403.412.163,-3.687.954,False,8492,True,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'San Cristóbal, Madrid', 'title': 'Piso en Calle de Rocafort'}",True,True,False,CG-29688-0001,3,Villaverde,False
33,94635685,747.0,flat,rent,96.0,True,3,2,Calle pino canario,Madrid,Navalcarnero,es,402.985.117,-39.763.599,False,26611,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Piso en Calle pino canario'}",True,False,False,,1,La Dehesa - El Pinar,True
34,91473587,640.0,studio,rent,35.0,True,0,1,Calle Calcio,Madrid,Madrid,es,403.530.117,-36.811.646,False,7324,False,good,False,18.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Butarque, Madrid', 'title': 'Estudio en Calle Calcio'}",False,False,False,CALCIO ESTUDIO,1,Villaverde,True
35,98273476,750.0,flat,rent,30.0,False,1,1,Calle del Alcalde Sainz de Baranda,Madrid,Madrid,es,404.147.316,-36.781.755,False,2133,False,good,False,25.0,{'typology': 'flat'},"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Calle del Alcalde Sainz de Baranda'}",False,False,False,2449,st,Retiro,True
36,98446190,750.0,flat,rent,70.0,True,2,1,"Calle San Vidal, 43",Madrid,Alcalá de Henares,es,404.730.968,-3.372.235,True,28703,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Reyes Católicos, Alcalá de Henares', 'title': 'Piso en Calle San Vidal, 43'}",False,False,False,PIS_232,2,Reyes Católicos,True
37,95784397,625.0,flat,rent,52.0,True,2,1,"Calle Hospìtal, 2",Madrid,El Escorial,es,405.839.554,-41.280.487,True,40445,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Centro, El Escorial', 'title': 'Piso en Calle Hospìtal, 2'}",False,False,False,AME,2,Centro,False
38,98939685,700.0,studio,rent,40.0,True,0,1,Plaza de Santa Bárbara,Madrid,Madrid,es,404.276.796,-36.944.294,False,1431,False,good,False,18.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Estudio en Plaza de Santa Bárbara'}",False,False,False,IM/ALQSTABARBARA,3,Centro,True
39,96267914,750.0,studio,rent,40.0,True,0,1,"Aldea del fresno, 29",Madrid,Madrid,es,403.951.105,-36.998.332,True,2417,False,good,False,19.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Chopera, Madrid', 'title': 'Estudio en Aldea del fresno, 29'}",False,False,False,Aldea del fresno,en,Arganzuela,True
40,98939296,650.0,flat,rent,35.0,False,1,1,Carrera de San Francisco,Madrid,Madrid,es,404.103.541,-37.135.429,False,1121,True,good,False,19.0,{'typology': 'flat'},"{'subtitle': 'Palacio, Madrid', 'title': 'Piso en Carrera de San Francisco'}",False,False,False,JCSF,2,Centro,True
41,98939222,720.0,flat,rent,70.0,True,3,1,Chorrillo,Madrid,Alcalá de Henares,es,404.895.154,-33.728.931,False,29099,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Chorrillo, Alcalá de Henares', 'title': 'Piso'}",False,False,False,ALQ2079,2,Chorrillo,False
42,86861181,699.0,flat,rent,52.0,True,1,1,"Calle Trole, 9",Madrid,Madrid,es,403.809.876,-36.338.528,True,7092,False,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Palomeras sureste, Madrid', 'title': 'Piso en Calle Trole, 9'}",False,False,False,27010025,3,Puente de Vallecas,True
43,98937892,750.0,flat,rent,65.0,True,2,1,Calle del Alcalde Saturnino del Yerro Alonso,Madrid,Leganés,es,403.173.049,-378.587,False,13081,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Valdepelayo-Montepinos-Arroyo Culebro, Leganés', 'title': 'Piso en Calle del Alcalde Saturnino del Yerro Alonso'}",False,False,False,2810-024880-01,,Valdepelayo - Montepinos - Arroyo Culebro,True
44,98937879,695.0,flat,rent,65.0,True,2,1,Calle del Duero,Madrid,Coslada,es,40.426.702,-35.395.081,False,13904,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Valleaguado - La Cañada, Coslada', 'title': 'Piso en Calle del Duero'}",False,False,False,2831-024881-01,,Valleaguado - La Cañada,True
45,98937858,750.0,flat,rent,78.0,True,2,2,Calle Marte,Madrid,Torrejón de Ardoz,es,404.429.491,-34.728.317,False,19719,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Suroeste, Torrejón de Ardoz', 'title': 'Piso en Calle Marte'}",False,False,False,2831-024882-01,,Suroeste,True
46,98931145,620.0,flat,rent,60.0,True,2,1,Calle de Juan Peñalver,Madrid,Madrid,es,403.452.777,-37.126.744,False,7981,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Villaverde Alto, Madrid', 'title': 'Piso en Calle de Juan Peñalver'}",False,False,False,2810-010519-03,,Villaverde,False
47,40316415,500.0,studio,rent,28.0,False,0,1,Calle Buenavista,Madrid,Madrid,es,404.107.557,-36.985.885,False,769,False,good,False,18.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Estudio en Calle Buenavista'}",False,False,False,,1,Centro,False
48,98937259,550.0,flat,rent,38.0,True,1,1,Plaza de la Azucena,Madrid,Leganés,es,40.329.273,-37.624.511,False,10938,False,good,False,14.0,{'typology': 'flat'},"{'subtitle': 'Flores, Leganés', 'title': 'Piso en Plaza de la Azucena'}",False,False,False,2810-021297-02,,Centro,False
49,91184308,750.0,flat,rent,46.0,False,1,1,ERCILLA,Madrid,Madrid,es,404.034.375,-37.024.214,False,1476,True,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en ERCILLA'}",False,False,False,220923-13,3,Arganzuela,True
50,98936998,680.0,studio,rent,55.0,True,0,1,Calle Francisco Villaespesa,Madrid,Madrid,es,404.271.679,-36.446.173,False,5097,False,good,False,12.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Ventas, Madrid', 'title': 'Estudio en Calle Francisco Villaespesa'}",False,False,False,,bj,Ciudad Lineal,False
51,95144028,700.0,flat,rent,50.0,True,1,2,Calle La Mina,Madrid,Camarma de Esteruelas,es,405.540.497,-33.700.199,False,32052,,,,,,,,,,,,,
52,98936131,750.0,duplex,rent,35.0,True,1,1,Calle de González Soto,Madrid,Madrid,es,403.985.752,-36.617.848,False,4047,,,,,,,,,,,,,
53,98935947,750.0,flat,rent,66.0,True,2,1,INFANTAS,Madrid,Alcorcón,es,403.475.976,-38.315.957,False,13311,True,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Zona Renfe, Alcorcón', 'title': 'Piso en INFANTAS'}",False,False,False,INTBJINFANT3107,1,Centro,True
54,95629846,650.0,flat,rent,65.0,True,1,1,Escobedos,Madrid,Alcalá de Henares,es,404.844.745,-33.668.928,False,29440,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'San Isidro - Los Almendros, Alcalá de Henares', 'title': 'Piso en Escobedos'}",False,False,False,7875,en,San Isidro - Los Almendros,True
55,98934420,720.0,flat,rent,133.0,False,3,2,Calle de Nicolás Fuster,Madrid,Pinto,es,402.417.396,-37.034.917,False,19453,False,good,False,5.0,{'typology': 'flat'},"{'subtitle': 'San José - Buenos Aires, Pinto', 'title': 'Piso en Calle de Nicolás Fuster'}",True,True,False,1000021086-CA,1,San José - Buenos Aires,True
56,98933289,600.0,flat,rent,50.0,True,1,1,Calle Antonio Van de Pere,Madrid,Valdemoro,es,401.974.035,-36.854.443,False,24430,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Hospital, Valdemoro', 'title': 'Piso en Calle Antonio Van de Pere'}",False,False,False,2819-024872-01,,Hospital,True
57,98933132,650.0,flat,rent,61.0,True,1,1,Calle Gabriel García Márquez,Madrid,Collado Villalba,es,406.252.952,-40.115.687,False,34886,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Parque de la Coruña - Las Suertes, Collado Villalba', 'title': 'Piso en Calle Gabriel García Márquez'}",False,False,False,700746BHCV,2,Parque de la Coruña - Las Suertes,True
58,98933115,650.0,flat,rent,65.0,False,2,1,barrio Valderas - Los Castillos,Madrid,Alcorcón,es,403.555.456,-38.133.094,False,11537,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Piso'}",False,False,False,RP1692022104602,3,Valderas - Los Castillos,False
59,98932519,700.0,flat,rent,45.0,True,1,1,barrio Casco Histórico de Barajas,Madrid,Madrid,es,404.723.129,-35.773.045,False,12321,False,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Barajas, Madrid', 'title': 'Piso'}",False,False,False,1071A,3,Barajas,False
60,98932462,625.0,flat,rent,62.0,True,2,1,Calle Jacinto Benavente,Madrid,Getafe,es,403.137.656,-3.729.949,False,11666,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Getafe Centro, Getafe', 'title': 'Piso en Calle Jacinto Benavente'}",False,False,False,770 GTF,bj,Getafe Centro,False
61,35766542,595.0,flat,rent,45.0,True,1,1,Calle Marcelino Castillo,Madrid,Madrid,es,403.906.065,-37.445.409,False,4543,False,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Aluche, Madrid', 'title': 'Piso en Calle Marcelino Castillo'}",False,False,False,,bj,Latina,False
62,98932280,650.0,flat,rent,55.0,True,1,1,barrio Rejas,Madrid,Madrid,es,404.415.556,-35.836.227,False,10495,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Rejas, Madrid', 'title': 'Piso'}",False,False,False,11DEY750/11,4,San Blas,True
63,98932192,725.0,flat,rent,50.0,True,1,1,SANTA CRISTINA,Madrid,Madrid,es,403.476.494,-37.113.962,False,7708,True,good,False,15.0,{'typology': 'flat'},"{'subtitle': 'Villaverde Alto, Madrid', 'title': 'Piso en SANTA CRISTINA'}",True,False,False,22/9/56,2,Villaverde,True
64,98932116,750.0,flat,rent,95.0,True,3,1,Calle Infante don luis,Madrid,Alcalá de Henares,es,40.472.241,-33.746.448,False,28483,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Reyes Católicos, Alcalá de Henares', 'title': 'Piso en Calle Infante don luis'}",False,False,False,,8,Reyes Católicos,True
65,98822584,700.0,penthouse,rent,30.0,True,1,1,"Avenida de Aragón, 376",Madrid,Madrid,es,404.493.217,-35.674.796,True,12049,False,good,False,23.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Rejas, Madrid', 'title': 'Ático en Avenida de Aragón, 376'}",False,True,False,S5,1,San Blas,True
66,96481572,700.0,flat,rent,27.0,False,1,1,Calle de Miguel Servet,Madrid,Madrid,es,404.044.052,-37.001.704,False,1391,False,good,False,26.0,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle de Miguel Servet'}",False,False,False,2009/192,3,Centro,False
67,98931925,650.0,flat,rent,59.0,True,2,1,Val,Madrid,Alcalá de Henares,es,404.833.118,-33.528.067,False,30562,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Val, Alcalá de Henares', 'title': 'Piso'}",False,False,False,GPA-18742,1,Val,True
68,98931897,550.0,flat,rent,40.0,True,1,1,Casco Urbano,Madrid,Paracuellos de Jarama,es,405.058.099,-35.291.635,False,17750,False,good,False,14.0,{'typology': 'flat'},"{'subtitle': 'Casco Urbano, Paracuellos de Jarama', 'title': 'Piso'}",False,False,False,1070A,3,Casco Urbano,True
69,98931699,650.0,flat,rent,55.0,True,1,1,barrio Rejas,Madrid,Madrid,es,404.414.556,-35.860.227,False,10296,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Rejas, Madrid', 'title': 'Piso'}",False,False,False,10DEY750/10,4,San Blas,True
70,98931250,750.0,flat,rent,65.0,True,2,1,Calle Francisco Rioja,Madrid,Madrid,es,404.288.893,-36.392.915,False,5580,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Pueblo Nuevo, Madrid', 'title': 'Piso en Calle Francisco Rioja'}",False,False,False,2804-024870-01,,Ciudad Lineal,True
71,98931085,725.0,flat,rent,70.0,True,2,1,Calle de Concejo de Teverga,Madrid,Madrid,es,403.867.131,-3.674.711,False,4117,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Entrevías, Madrid', 'title': 'Piso en Calle de Concejo de Teverga'}",False,False,False,2803-024869-01,,Puente de Vallecas,True
72,98931045,700.0,flat,rent,80.0,True,1,1,Mayor,Madrid,Alcalá de Henares,es,404.815.739,-33.656.669,False,29460,False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico, Alcalá de Henares', 'title': 'Piso en Mayor'}",False,False,False,10489,1,Casco Histórico,False
73,93387657,650.0,flat,rent,40.0,True,1,1,"BENITEZ, 15",Madrid,Madrid,es,404.713.512,-35.779.046,True,12224,False,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Barajas, Madrid', 'title': 'Piso en BENITEZ, 15'}",False,False,False,,bj,Barajas,True
74,98929176,695.0,flat,rent,90.0,True,3,1,Calle Ámbar,Madrid,Madrid,es,403.487.403,-36.840.465,False,7729,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Los Rosales, Madrid', 'title': 'Piso en Calle Ámbar'}",False,False,False,2810-024863-01,,Villaverde,False
75,98928994,750.0,flat,rent,55.0,True,1,1,Calle de Alcalá,Madrid,Madrid,es,404.393.155,-36.386.662,False,6017,False,good,False,14.0,{'typology': 'flat'},"{'subtitle': 'Quintana, Madrid', 'title': 'Piso en Calle de Alcalá'}",False,False,False,2804-021625-02,,Ciudad Lineal,False
76,98929008,650.0,flat,rent,65.0,True,2,1,Calle de Fuente de Lima,Madrid,Madrid,es,403.827.984,-3.780.637,False,7559,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Águilas, Madrid', 'title': 'Piso en Calle de Fuente de Lima'}",False,False,False,2808-008483-04,,Latina,True
77,98928770,666.0,flat,rent,70.0,True,1,2,Calle Mercurio,Madrid,Villanueva del Pardillo,es,404.848.283,-39.831.274,False,24862,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Los Llanos - Valle Pardo, Villanueva del Pardillo', 'title': 'Piso en Calle Mercurio'}",False,False,False,JS/MF220928,1,Los Llanos - Valle Pardo,True
78,98928655,750.0,flat,rent,78.0,True,2,2,Calle José María Pereda,Madrid,Alcalá de Henares,es,40.497.798,-33.653.418,False,29976,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Ensanche, Alcalá de Henares', 'title': 'Piso en Calle José María Pereda'}",False,False,False,2830-024860-01,,Ensanche,True
79,98928715,630.0,flat,rent,74.0,True,3,1,Calle el Almendro,Madrid,El Molar,es,407.313.535,-35.807.508,False,36483,False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'El Molar', 'title': 'Piso en Calle el Almendro'}",False,False,False,28DG-024868-01,,,True
80,98928581,635.0,studio,rent,55.0,True,0,1,Arquímedes,Madrid,Leganés,es,403.129.024,-38.074.212,False,14528,False,good,False,12.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Valdepelayo-Montepinos-Arroyo Culebro, Leganés', 'title': 'Estudio en Arquímedes'}",False,False,False,Loft Arquímedes,2,Valdepelayo - Montepinos - Arroyo Culebro,True
81,85753564,725.0,flat,rent,69.0,True,2,1,"huerta, 6",Madrid,Collado Villalba,es,406.505.412,-39.960.481,True,35892,True,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Dehesa - El Soto, Collado Villalba', 'title': 'Piso en huerta, 6'}",False,False,False,Huerta,1,Dehesa - El Soto,True
82,98927444,750.0,flat,rent,35.0,False,1,1,"buenavista, 42",Madrid,Madrid,es,404.093.818,-36.999.866,True,859,False,good,False,21.0,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en buenavista, 42'}",True,False,False,,1,Centro,False
83,98927416,690.0,flat,rent,65.0,True,2,1,"Calle imagen, 16",Madrid,Madrid,es,403.842.534,-36.672.159,True,4724,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'San Diego, Madrid', 'title': 'Piso en Calle imagen, 16'}",False,False,False,,3,Puente de Vallecas,False
84,98926506,700.0,studio,rent,30.0,False,0,1,"Calle de Tribulete, 25",Madrid,Madrid,es,404.073.367,-3.703.392,True,1041,False,good,False,23.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Estudio en Calle de Tribulete, 25'}",False,False,False,,2,Centro,True
85,98926330,730.0,flat,rent,64.0,True,3,1,Calle de Pablo VI,Madrid,Parla,es,402.401.418,-37.611.554,False,20235,True,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Pintores-Ferial, Parla', 'title': 'Piso en Calle de Pablo VI'}",True,True,False,2001/20010005/83,1,Pintores-Ferial,False
86,98926129,750.0,flat,rent,51.0,True,1,1,Calle Pedro Campos,Madrid,Madrid,es,403.883.504,-37.194.063,False,3436,False,good,False,15.0,{'typology': 'flat'},"{'subtitle': 'Opañel, Madrid', 'title': 'Piso en Calle Pedro Campos'}",False,False,False,,1,Carabanchel,True
